id_yelp,nombre_negocio,alias,rating,reseñas,precio,categorias,direccion,ciudad,estado,codigo_postal,pais,telefono,telefono_display,esta_cerrado,url_yelp,image_url,distancia
-otD9myzwCgSYXdcx90jLQ,Dear Margaret,dear-margaret-chicago,4.6,167,$$$,"French, Comfort Food, Desserts","2965 N Lincoln Ave, Chicago, IL 60657",Chicago,IL,60657,US,+17733608213,(773) 360-8213,False,https://www.yelp.com/biz/dear-margaret-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/NcLrflRO5HFW5VZlE_TzFg/o.jpg,3616.872756012107
W83v9XeJyspMiJ7CwThvVQ,Seville Chicago,seville-chicago-chicago,4.3,83,No especificado,"Spanish, Mediterranean, Cocktail Bars","243 S Franklin St, Chicago, IL 60606",Chicago,IL,60606,US,+17733390362,(773) 339-0362,False,https://www.yelp.com/biz/seville-chicago-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/-WzsOoCtsvuEZmm_aUpmuw/o.jpg,4623.222602326566
mvFimrcREBIDo-pLAhMfNg,Avec - Chicago,avec-chicago-chicago,4.3,2604,$$$,Mediterranean,"615 W Randolph St, Chicago, IL 60661",Chicago,IL,60661,US,+13123772002,(312) 377-2002,False,https://www.yelp.com/biz/avec-chicago-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/qaNnaZ-GhXg8-gGZIeWY4g/o.jpg,3676.4029173236945
UKs05XWhbP0riI8O0Kv36w,Boeufhaus,boeufhaus-chicago,4.2,483,$$$,"Brasseries, Cocktail Bars, Steakhouses","1012 N Western Ave, Chicago, IL 60622",Chicago,IL,60622,US,+17736612116,(773) 661-2116,False,https://www.yelp.com/biz/boeufhaus-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/JdjZHqlAkka5I86ZshrB_g/o.jpg,1007.731288814802
rzeQrwEuv1lo_wu1oD_brA,Mirella’s Tavern,mirella-s-tavern-chicago,4.4,66,No especificado,Restaurants,"2056 W Division St, Chicago, IL 60622",Chicago,IL,60622,US,+17732706196,(773) 270-6196,False,https://www.yelp.com/biz/mirella-s-tavern-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/9_cmjjPLv0u0jSeL02ogOQ/o.jpg,259.02485297531945
incGwtfg6rwT00w9WAqE0A,Apolonia,apolonia-chicago,4.4,306,$$$,"Modern European, Bars, Mediterranean","2201 S Michigan Ave, Chicago, IL 60616",Chicago,IL,60616,US,+13123632431,(312) 363-2431,False,https://www.yelp.com/biz/apolonia-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/uhla3PK6YfCc---649vrNg/o.jpg,7377.397108249483
bQ1Lc_PEoC2s4kZJcxM43A,Lao Der,lao-der-chicago,5.0,34,No especificado,Laotian,"3922 N Elston Ave, Chicago, IL 60618",Chicago,IL,60618,US,+18722414879,(872) 241-4879,False,https://www.yelp.com/biz/lao-der-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/WfLhm_cYp-vXc1Tqtr-y8w/o.jpg,6162.686499423947
9nFfjQKo2YvttOG7ppqjQQ,Rendang Republic,rendang-republic-chicago,4.3,46,No especificado,"Indonesian, Pan Asian, Asian Fusion","3355 N Clark St, Chicago, IL 60657",Chicago,IL,60657,US,,,False,https://www.yelp.com/biz/rendang-republic-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/Rk6418ab4t4LJi5_mG3aKA/o.jpg,4687.067292395108
ruWJerAc9VW23GvegYddnQ,Gaijin,gaijin-chicago,4.3,762,$$,Japanese,"950 W Lake St, Chicago, IL 60607",Chicago,IL,60607,US,+13122651348,(312) 265-1348,False,https://www.yelp.com/biz/gaijin-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/Uf8BGwoDAl8uFQHskAGFYA/o.jpg,3053.3507249845093
0VEE9H6OuGaswhC70tjKeQ,Beatrix - Streeterville,beatrix-streeterville-chicago-2,4.3,1436,$$,"New American, Diners, Coffee & Tea","671 N St Clair St, Chicago, IL 60611",Chicago,IL,60611,US,+13126420001,(312) 642-0001,False,https://www.yelp.com/biz/beatrix-streeterville-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/re85LG9glK1ver8tcUf5Bg/o.jpg,4726.0014412716255
0ucCbCekcn5XdzvRXnHl2w,Desert Hawk,desert-hawk-chicago,4.6,41,No especificado,"American, Bars","2049 W Division St, Chicago, IL 60622",Chicago,IL,60622,US,,,False,https://www.yelp.com/biz/desert-hawk-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/Wvt0tJNb-HbxRnBQ7iUUPQ/o.jpg,289.570561434659
g-FNZCErYf4CuEb8EWYDuQ,Mahanakhon Noodle Bar,mahanakhon-noodle-bar-chicago,4.8,33,No especificado,"Thai, Noodles","2907 N Lincoln Ave, Chicago, IL 60657",Chicago,IL,60657,US,+17739753333,(773) 975-3333,False,https://www.yelp.com/biz/mahanakhon-noodle-bar-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/ciifGqUgsOPnGXxtlfrJcQ/o.jpg,3544.361319502579
bmTC5TdAQh0s2y24nTS4bA,Kayao,kayao-chicago,4.4,88,No especificado,"Peruvian, Beer Bar, Cocktail Bars","1252 N Wells St, Chicago, IL 60610",Chicago,IL,60610,US,+18723422246,(872) 342-2246,False,https://www.yelp.com/biz/kayao-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/4Wja0ifExm6ZLGoGFh-R1Q/o.jpg,3547.2735747851993
SNMDHCuAwZQX-Chtq7Q5lA,Nettare,nettare-chicago-2,4.5,53,No especificado,"Cocktail Bars, New American, Cafes","1953 W Chicago Ave, Chicago, IL 60622",Chicago,IL,60622,US,,,False,https://www.yelp.com/biz/nettare-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/_oLV6vx2fjInm-rdkBilqg/o.jpg,1061.4659402869725
0qW7MJ0trxnoWzCHBiBgbQ,Union,union-chicago-4,4.5,72,No especificado,"New American, Pubs","2202 N California Ave, Chicago, IL 60647",Chicago,IL,60647,US,+17736977788,(773) 697-7788,False,https://www.yelp.com/biz/union-chicago-4?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/SaHK7Xl8sKFH0SDoP6Lp8w/o.jpg,2462.5534945657932
i2IertfmCglGxRGjj979_A,Cariño,cariño-chicago-3,5.0,24,No especificado,"Latin American, Tacos","4662 N Broadway, Chicago, IL 60640",Chicago,IL,60640,US,+13127226838,(312) 722-6838,False,https://www.yelp.com/biz/cari%C3%B1o-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/WKtoalzwO8zQrMFrUt_x0A/o.jpg,7033.973113075736
NCbmJtryUXXg1mtoZg8aJg,TAK Korean Bistro & Karaoke,tak-korean-bistro-and-karaoke-chicago,4.4,126,$$$,"Korean, Karaoke, Cocktail Bars","1132 S Wabash Ave, Lower Level, Chicago, IL 60605",Chicago,IL,60605,US,+13127226632,(312) 722-6632,False,https://www.yelp.com/biz/tak-korean-bistro-and-karaoke-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/TPcDriS5OH-4F6FHqj-fwQ/o.jpg,5922.344768521574
CsOBdkThymA-WUlwf_xa_Q,Tama,tama-chicago-2,4.5,55,No especificado,"Greek, Bars","1952 N Damen Ave, Chicago, IL 60647",Chicago,IL,60647,US,+13129550212,(312) 955-0212,False,https://www.yelp.com/biz/tama-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/hx-6_n6mTFQgva78nclpoA/o.jpg,1353.6435125082073
a2ogrDeg0HwwzlLIj3x-Qg,Boonie's Filipino Restaurant,boonies-filipino-restaurant-chicago,4.5,198,No especificado,Filipino,"4337 N Western Ave, Chicago, IL 60618",Chicago,IL,60618,US,+17089908886,(708) 990-8886,False,https://www.yelp.com/biz/boonies-filipino-restaurant-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/5PU1i83ppBEO31qzss1Y0w/o.jpg,6219.280499099706
apo9fX6Opmr2Z87sm-_cfg,All Together Now,all-together-now-chicago,4.5,134,$$,"Specialty Food, New American, Beer, Wine & Spirits","2119 West Chicago Ave, Chicago, IL 60622",Chicago,IL,60622,US,+17736611599,(773) 661-1599,False,https://www.yelp.com/biz/all-together-now-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/DvMFTWqiDnYrJxGneDdtSQ/o.jpg,1090.5539181025072
HuB9hjq-X4LEEqxN2RhAVw,Kama,kama-chicago-2,4.3,110,No especificado,"Indian, Beer Bar, Cocktail Bars","1560 N Milwaukee Ave, Chicago, IL 60622",Chicago,IL,60622,US,+17739047640,(773) 904-7640,False,https://www.yelp.com/biz/kama-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/3GhZ7ERAK-1mV0q1iZ6RDQ/o.jpg,498.54875265854815
9mhqcimD0CYvqxzfj_VXnQ,Little Bad Wolf,little-bad-wolf-chicago,4.4,2496,$$,"American, Beer Bar, Cocktail Bars","1541 W Bryn Mawr Ave, Chicago, IL 60660",Chicago,IL,60660,US,+17739426399,(773) 942-6399,False,https://www.yelp.com/biz/little-bad-wolf-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/X_RUy9GZ5DJRIzf9A739OQ/o.jpg,8713.427015509145
XR7K-0DlG3dikV4nRXPjYQ,Matilda,matilda-chicago-3,4.8,24,No especificado,"Mexican, Peruvian, Cocktail Bars","535 N Wells St, Chicago, IL 60654",Chicago,IL,60654,US,,,False,https://www.yelp.com/biz/matilda-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/sfMZXUw5vviqQtvq5Et0QQ/o.jpg,3928.3749799793068
tQoQbc3vAo3qdTDiNgSekA,Pleasant House Pub,pleasant-house-pub-chicago-3,4.4,1001,$$,"British, Pubs, Breakfast & Brunch","2119 S Halsted St, Chicago, IL 60608",Chicago,IL,60608,US,+17735237437,(773) 523-7437,False,https://www.yelp.com/biz/pleasant-house-pub-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/qzQBx5S6C-Vm9xhlPEozQQ/o.jpg,6312.06975559643
lgdxwmfYeHFd-BVhZnTGfQ,Eden,eden-chicago-11,4.5,417,$$$,"New American, Breakfast & Brunch, Wine Bars","2734 W Roscoe St, Chicago, IL 60618",Chicago,IL,60618,US,+13123662294,(312) 366-2294,False,https://www.yelp.com/biz/eden-chicago-11?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/IK2TLT-kd-BM_M1wp9M_xQ/o.jpg,4478.39945542139
iOMvXQYFl6_mtw0wX6ZUXw,Forbidden Root,forbidden-root-chicago,4.3,634,$$,"Brewpubs, Tapas/Small Plates, Cocktail Bars","1746 W Chicago Ave, Chicago, IL 60622",Chicago,IL,60622,US,+13129292202,(312) 929-2202,False,https://www.yelp.com/biz/forbidden-root-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/flCaVpuO0bD6PAuWBntEnA/o.jpg,1128.4224298150998
ATbuE6MdSeYLIxcfB8MYCA,Cabra,cabra-chicago-2,4.2,890,$$$,Peruvian,"200 N Green St, Chicago, IL 60607",Chicago,IL,60607,US,+13127611717,(312) 761-1717,False,https://www.yelp.com/biz/cabra-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/AodXsI8hnevZb7dINgk-Bw/o.jpg,3208.06560352997
KSN52IyGX6tsKLFyXfRCzg,Gussie's Handmade Italian,gussies-handmade-italian-chicago,4.3,343,$$,"Italian, Desserts, Salad","227 W North Ave, Chicago, IL 60610",Chicago,IL,60610,US,+13129293091,(312) 929-3091,False,https://www.yelp.com/biz/gussies-handmade-italian-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/7P24aZ5aBBaBKVNxhwbHhA/o.jpg,3519.1842468150585
B3s6h5OFne0C5ygKSevJpA,Rudy’s Ramen,rudy-s-ramen-chicago,4.7,158,$$,Ramen,"1146 N Milwaukee Ave, Chicago, IL 60642",Chicago,IL,60642,US,+13129657187,(312) 965-7187,False,https://www.yelp.com/biz/rudy-s-ramen-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/9P6aTCu4xbaF2-fvQ4EXPw/o.jpg,1068.1268768503876
9aUbPj7dgcjdqF_C0OKjPQ,Gavroche,gavroche-chicago,4.5,50,No especificado,French,"1529 N Wells St, Chicago, IL 60611",Chicago,IL,60611,US,+13128988925,(312) 898-8925,False,https://www.yelp.com/biz/gavroche-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/ZMKGxH4B6-VDcutPTi_Deg/o.jpg,3624.59931641062
ZhHonGY7XknrPjwtx2jg2A,Khmai,khmai-chicago,4.5,73,No especificado,Cambodian,"6580 N Sheridan Rd, Chicago, IL 60626",Chicago,IL,60626,US,+13126267710,(312) 626-7710,False,https://www.yelp.com/biz/khmai-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/wj5cBkghQVUwDINqCLeHBw/o.jpg,10889.881295466877
_MnIiS_b3enHyx8Y62gd4Q,Oriole,oriole-chicago,4.7,425,$$$$,New American,"661 W Walnut St, Chicago, IL 60661",Chicago,IL,60661,US,+13128775339,(312) 877-5339,False,https://www.yelp.com/biz/oriole-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/XNJqhprLeyn_gb8zYnPJyA/o.jpg,3444.011411383667
0IYXh7l_VppKw5y97FehoA,Kasama,kasama-chicago,4.5,1230,$$,"Filipino, Bakeries, New American","1001 N Winchester Ave, Chicago, IL 60622",Chicago,IL,60622,US,+17736973790,(773) 697-3790,False,https://www.yelp.com/biz/kasama-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/APJhh2bUtv_eUTh3GDtw_Q/o.jpg,641.86023053467
4i1Ny2zIE1VJSU9gLMkHqg,Lula Cafe,lula-cafe-chicago-3,4.3,2387,$$,"New American, Breakfast & Brunch, Desserts","2537 N Kedzie Blvd, Chicago, IL 60647",Chicago,IL,60647,US,+17734899554,(773) 489-9554,False,https://www.yelp.com/biz/lula-cafe-chicago-3?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/xNG0MnCEP_EUjFYuu3VJBg/o.jpg,3465.327196624243
l_602ggEZES7dW_WeOmKYA,Elia,elia-chicago,4.0,121,No especificado,"Turkish, Mediterranean, Halal","1938 W Division St, Chicago, IL 60622",Chicago,IL,60622,US,+17737703658,(773) 770-3658,False,https://www.yelp.com/biz/elia-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/Nb73usJ0nSu-HgwJi7ovVg/o.jpg,227.5946448348539
t2nXebM7aqTj_qq6saZ89g,Eataly Chicago,eataly-chicago-chicago-6,3.9,4613,$$,"Pizza, Italian, International Grocery","43 E Ohio St, Chicago, IL 60611",Chicago,IL,60611,US,+13125218700,(312) 521-8700,False,https://www.yelp.com/biz/eataly-chicago-chicago-6?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/-51tE5R_DODX6IBAOqkEeA/o.jpg,4496.376678474428
dro6ttzG0H2PlES0gI8LIg,Tortello,tortello-chicago,4.3,562,$$,"Pasta Shops, Italian, Salad","1746 W Division St, Chicago, IL 60622",Chicago,IL,60622,US,+17733601293,(773) 360-1293,False,https://www.yelp.com/biz/tortello-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/D8lGceXgKYT3Gq8x_-KQaA/o.jpg,526.6698449414077
hMNHD9LHs_R3vFCfTOGorw,Izakaya Shinya,izakaya-shinya-chicago,4.2,171,No especificado,"Ramen, Cocktail Bars, Izakaya","2255 W North Ave, Chicago, IL 60647",Chicago,IL,60647,US,+13128808133,(312) 880-8133,False,https://www.yelp.com/biz/izakaya-shinya-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/491oQAKES-sjY7tCNGwh8Q/o.jpg,784.9163594486215
WyjV1N1iQcXnk9_oLHaKxw,Pinched on the River,pinched-on-the-river-chicago,4.4,495,$$,"Mediterranean, Wine Bars","443 E Illinois St, Chicago, IL 60611",Chicago,IL,60611,US,+13125263883,(312) 526-3883,False,https://www.yelp.com/biz/pinched-on-the-river-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/XTSO346yeQ3HDZVLg-_JaA/o.jpg,5361.856765940691
TpnJu57_NYEjgJyL6klurg,PERILLA steakhouse,perilla-steakhouse-chicago-5,4.2,126,No especificado,"Steakhouses, Korean, Cocktail Bars","225 N Wabash Ave, Chicago, IL 60601",Chicago,IL,60601,US,+13122369300,(312) 236-9300,False,https://www.yelp.com/biz/perilla-steakhouse-chicago-5?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/C_9edXz-MtkkawpF-u0oIw/o.jpg,4751.14073058608
Enf_3DXmppx19hFGs0UDKw,La Nonna,la-nonna-chicago,4.7,432,$$,"Argentine, Italian","3400 N Lawndale Ave, Chicago, IL 60618",Chicago,IL,60618,US,+17732534741,(773) 253-4741,False,https://www.yelp.com/biz/la-nonna-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/-jBN1TM7gcCGELyAk3B-RA/o.jpg,5474.534952379793
m5_GCJP2W4zEJnyVgxa3eA,Longman & Eagle,longman-and-eagle-chicago,4.1,2624,$$,"Gastropubs, Whiskey Bars, American","2657 N Kedzie Ave, Chicago, IL 60647",Chicago,IL,60647,US,+17732767110,(773) 276-7110,False,https://www.yelp.com/biz/longman-and-eagle-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/nkFuSeLKVdj4EYFWZFahuA/o.jpg,3689.863796513179
bQDXNksi5lQ4YRv0kGSzjQ,The Welcome Back Lounge,the-welcome-back-lounge-chicago,4.5,128,$$,"American, Breakfast & Brunch, Cocktail Bars","2423 N Milwaukee Ave, Chicago, IL 60647",Chicago,IL,60647,US,+17738252800,(773) 825-2800,False,https://www.yelp.com/biz/the-welcome-back-lounge-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/TjCUcUaKkS9YHQY6RI0PRg/o.jpg,2959.2490356321614
p2cCK4Vu-3L-skOMd93VVg,JJ Thai Street Food,jj-thai-street-food-chicago,4.4,548,$$,Thai,"1715 W Chicago Ave, Chicago, IL 60622",Chicago,IL,60622,US,+13129294435,(312) 929-4435,False,https://www.yelp.com/biz/jj-thai-street-food-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/MPT9IGU4ZUHtL1JCpczDZg/o.jpg,1213.2445718085296
FwDHTTQeq2-9oIk13r37aw,Sotto,sotto-chicago,4.3,6,No especificado,Italian,"71 W Monroe St Lower Level, Chicago, IL 60603",Chicago,IL,60603,US,+13123327475,(312) 332-7475,False,https://www.yelp.com/biz/sotto-chicago?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/A_tBUcrZ4vZWuvyzcOMDrw/o.jpg,4817.769202411339
p-a5uSlaIENNTmoYqOvTYA,DeNuccis,denuccis-lincoln-park,4.4,210,$$$,"New American, Italian","503 W Dickens Ave, Lincoln Park, IL 60614",Lincoln Park,IL,60614,US,+17736978780,(773) 697-8780,False,https://www.yelp.com/biz/denuccis-lincoln-park?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/qYmj4pLnnHYLkLH3bRL8Cw/o.jpg,3417.1392242489283
bPiaa7fgHkC9l7B2HyS0aw,Cedar Palace,cedar-palace-chicago-2,4.8,505,$$,"Lebanese, Falafel","655 W Armitage Ave, Chicago, IL 60614",Chicago,IL,60614,US,+13126430933,(312) 643-0933,False,https://www.yelp.com/biz/cedar-palace-chicago-2?adjust_creative=GWOCZh9-BmZxtdsAjr7Gug&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GWOCZh9-BmZxtdsAjr7Gug,https://s3-media0.fl.yelpcdn.com/bphoto/TcWClplXd-snEKEZttMPCA/o.jpg,3004.4738179989
